16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
16.000000;5.000000
15.999997;5.000009
15.999976;5.000075
15.999919;5.000252
15.999808;5.000597
15.999625;5.001167
15.999352;5.002016
15.998971;5.003201
15.998464;5.004779
15.997813;5.006804
15.997000;5.009333
15.996007;5.012423
15.994816;5.016128
15.993409;5.020505
15.991768;5.025611
15.989875;5.031500
15.987712;5.038229
15.985261;5.045855
15.982504;5.054432
15.979423;5.064017
15.976000;5.074667
15.972217;5.086436
15.968056;5.099381
15.963499;5.113559
15.958528;5.129024
15.953125;5.145833
15.947272;5.164043
15.940951;5.183708
15.934144;5.204885
15.926833;5.227631
15.919000;5.252000
15.910627;5.278049
15.901696;5.305835
15.892189;5.335412
15.882088;5.366837
15.871375;5.400167
15.860032;5.435456
15.848041;5.472761
15.835384;5.512139
15.822043;5.553644
15.808000;5.597333
15.793237;5.643263
15.777736;5.691488
15.761479;5.742065
15.744448;5.795051
15.726625;5.850500
15.707992;5.908469
15.688531;5.969015
15.668224;6.032192
15.647053;6.098057
15.625000;6.166667
15.602056;6.238048
15.578248;6.312117
15.553612;6.388763
15.528184;6.467872
15.502000;6.549333
15.475096;6.633035
15.447508;6.718864
15.419272;6.806709
15.390424;6.896459
15.361000;6.988000
15.331036;7.081221
15.300568;7.176011
15.269632;7.272256
15.238264;7.369845
15.206500;7.468667
15.174376;7.568608
15.141928;7.669557
15.109192;7.771403
15.076204;7.874032
15.043000;7.977333
15.009616;8.081195
14.976088;8.185504
14.942452;8.290149
14.908744;8.395019
14.875000;8.500000
14.841256;8.604981
14.807548;8.709851
14.773912;8.814496
14.740384;8.918805
14.707000;9.022667
14.673796;9.125968
14.640808;9.228597
14.608072;9.330443
14.575624;9.431392
14.543500;9.531333
14.511736;9.630155
14.480368;9.727744
14.449432;9.823989
14.418964;9.918779
14.389000;10.012000
14.359576;10.103541
14.330728;10.193291
14.302492;10.281136
14.274904;10.366965
14.248000;10.450667
14.221816;10.532128
14.196388;10.611237
14.171752;10.687883
14.147944;10.761952
14.125000;10.833333
14.102947;10.901943
14.081776;10.967808
14.061469;11.030985
14.042008;11.091531
14.023375;11.149500
14.005552;11.204949
13.988521;11.257935
13.972264;11.308512
13.956763;11.356737
13.942000;11.402667
13.927957;11.446356
13.914616;11.487861
13.901959;11.527239
13.889968;11.564544
13.878625;11.599833
13.867912;11.633163
13.857811;11.664588
13.848304;11.694165
13.839373;11.721951
13.831000;11.748000
13.823167;11.772369
13.815856;11.795115
13.809049;11.816292
13.802728;11.835957
13.796875;11.854167
13.791472;11.870976
13.786501;11.886441
13.781944;11.900619
13.777783;11.913564
13.774000;11.925333
13.770577;11.935983
13.767496;11.945568
13.764739;11.954145
13.762288;11.961771
13.760125;11.968500
13.758232;11.974389
13.756591;11.979495
13.755184;11.983872
13.753993;11.987577
13.753000;11.990667
13.752187;11.993196
13.751536;11.995221
13.751029;11.996799
13.750648;11.997984
13.750375;11.998833
13.750192;11.999403
13.750081;11.999748
13.750024;11.999925
13.750003;11.999991
13.750000;12.000000
